categoria;marca;modelo;versao;motor;propulsao;transmissao;ar_cond;direcao;combustivel;nmog_nox_mg_km;co_mg_km;nox_g_km;red_limite;co2_fossil_g_km;co2e_fossil_g_km;co2e_vehp_g_km;etanol_cid_kml;etanol_est_kml;gas_diesel_cid_kml;gas_diesel_est_kml;eletr_ve_gas_cid_kmle;eletr_ve_gas_est_kmle;eletr_vehp_flex_cid_kmle;eletr_vehp_flex_est_kmle;consumo_mj_km;autonomia_km;class_rel_cat;class_abs_geral;selo_conpet
Sub Compacto;BYD;DOLPHIN MINI;GS EV;Elétrico;Elétrico;NA;S;E;E;NA;NA;NA;A;NA;0;NA;NA;NA;NA;NA;58.6;41.9;NA;NA;0.41;280;A;A;NÃO
Sub Compacto;BYD;DOLPHIN MINI;GS 5 EV;Elétrico;Elétrico;NA;S;E;E;NA;NA;NA;A;NA;0;NA;NA;NA;NA;NA;58.6;41.9;NA;NA;0.41;280;A;A;NÃO
Sub Compacto;BYD;DOLPHIN MINI;GL 5 EV;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;60.6;44.4;NA;NA;0.39;224;A;A;NÃO
Sub Compacto;FIAT;500E;ICON;ELÉTRICO;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;47.3;40.4;NA;NA;0.46;227;C;A;NÃO
Sub Compacto;FIAT;MOBI;TREKKING;1.0-6V;Combustão;M-5;S;E;F;38;280;3;B;0;91;NA;9.8;10.6;14.0;15.1;NA;NA;NA;NA;1.46;NA;E;B;NÃO
Sub Compacto;FIAT;MOBI;LIKE;1.0-6V;Combustão;M-5;S;E;F;37;348;4;B;0;87;NA;10.1;11.1;14.5;15.8;NA;NA;NA;NA;1.40;NA;E;B;NÃO
Sub Compacto;JAC;e-JS1;e-JS1;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;46.6;35.0;NA;NA;0.50;181;E;A;NÃO
Sub Compacto;JAC;e-JS1;e-JS1 EXT;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;46.6;35.0;NA;NA;0.50;181;E;A;NÃO
Sub Compacto;RENAULT;E-KWID;INTENS;Elétrico;Elétrico;A;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;52.7;39.6;NA;NA;0.44;185;B;A;NÃO
Compacto;FIAT;ARGO;1.0;1.0-6V;Combustão;M-5;S;E;F;32;390;3;B;0;94;NA;9.4;10.4;13.6;14.5;NA;NA;NA;NA;1.52;NA;C;B;NÃO
Compacto;FIAT;ARGO;DRIVE 1.0;1.0-6V;Combustão;M-5;S;E;F;32;390;3;B;0;94;NA;9.4;10.4;13.6;14.5;NA;NA;NA;NA;1.52;NA;C;B;NÃO
Compacto;FIAT;ARGO;DRIVE 1.3 AT;1.3-8V;Combustão;CVT-7;S;E;F;37;297;4;B;0;99;NA;9.0;10.3;12.8;14.3;NA;NA;NA;NA;1.58;NA;C;C;NÃO
Compacto;Hyundai;HB20;Sense;1.0-12V;Combustão;M-5;S;E;F;31;204;3;A;0;93;NA;9.9;10.7;13.3;15.4;NA;NA;NA;NA;1.48;NA;B;B;NÃO
Compacto;Hyundai;HB20;Comfort;1.0-12V;Combustão;M-5;S;E;F;31;204;3;A;0;93;NA;9.9;10.7;13.3;15.4;NA;NA;NA;NA;1.48;NA;B;B;NÃO
Compacto;Hyundai;HB20;Limited;1.0-12V;Combustão;M-5;S;E;F;31;204;3;A;0;93;NA;9.9;10.7;13.3;15.4;NA;NA;NA;NA;1.48;NA;B;B;NÃO
Compacto;Hyundai;HB20;Limited;1.0-12V T;Combustão;A-6;S;E;F;32;94;4;B;0;95;NA;9.2;10.2;13.2;14.7;NA;NA;NA;NA;1.54;NA;C;C;NÃO
Compacto;Hyundai;HB20;Platinum;1.0-12V T;Combustão;A-6;S;E;F;32;94;4;B;0;95;NA;9.2;10.2;13.2;14.7;NA;NA;NA;NA;1.54;NA;C;C;NÃO
Compacto;MINI;Cooper;E;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;48.0;39.7;NA;NA;0.46;239;A;A;NÃO
Compacto;MINI;Cooper;SE;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;46.1;38.4;NA;NA;0.48;312;A;A;NÃO
Compacto;MINI;JCW;3P;2.0 - 16V;Combustão;A-7;S;E;G;5;84;0;A;NA;112;NA;NA;NA;10.8;13.9;NA;NA;NA;NA;1.81;NA;E;C;NÃO
Compacto;MINI;Cooper;S CABRIO;2.0 - 16V;Combustão;A-7;S;E;G;6;77;0;A;NA;107;NA;NA;NA;11.2;14.6;NA;NA;NA;NA;1.73;NA;D;C;NÃO
Compacto;MINI;JCW;CABRIO;2.0 - 16V;Combustão;A-7;S;E;G;7;102;0;A;NA;121;NA;NA;NA;10.1;12.8;NA;NA;NA;NA;1.95;NA;E;C;NÃO
Compacto;MINI;JCW-E;3P;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;43.8;40.2;NA;NA;0.48;306;A;A;NÃO
Compacto;MINI;Cooper;S 3P EXCLUSIVE;2.0 - 16V;Combustão;A-7;S;E;G;9;129;1;A;NA;106;NA;NA;NA;11.5;14.1;NA;NA;NA;NA;1.72;NA;D;C;NÃO
Compacto;MINI;Cooper;S 3P SPORT;2.0 - 16V;Combustão;A-7;S;E;G;9;129;1;A;NA;106;NA;NA;NA;11.5;14.1;NA;NA;NA;NA;1.72;NA;D;C;NÃO
Compacto;MINI;Cooper;S 3P TOP;2.0 - 16V;Combustão;A-7;S;E;G;9;129;1;A;NA;106;NA;NA;NA;11.5;14.1;NA;NA;NA;NA;1.72;NA;D;C;NÃO
Compacto;PEUGEOT;208;ACTIVE MT;1.0-6V;Combustão;M-5;S;E;F;40;413;3;B;0;92;NA;9.5;10.8;13.6;15.3;NA;NA;NA;NA;1.49;NA;B;B;NÃO
Compacto;PEUGEOT;208;ACTIV T200;1.0T-12V;Combustão;CVT-7;S;E;F;37;407;6;B;0;94;NA;8.8;10.1;12.6;14.3;NA;NA;NA;NA;1.60;NA;C;C;NÃO
Compacto;PEUGEOT;208;STYLE MT;1.0-6V;Combustão;M-5;S;E;F;40;413;3;B;0;92;NA;9.5;10.8;13.6;15.3;NA;NA;NA;NA;1.49;NA;B;B;NÃO
Compacto;PEUGEOT;208;ALLUR T200;1.0T-12V;Combustão;CVT-7;S;E;F;31;339;3;B;0;104;NA;8.3;9.7;12.0;13.7;NA;NA;NA;NA;1.69;NA;D;C;NÃO
Compacto;PEUGEOT;208;GT T200;1.0T-12V;Combustão;CVT-7;S;E;F;31;339;3;B;0;104;NA;8.3;9.7;12.0;13.7;NA;NA;NA;NA;1.69;NA;D;C;NÃO
Compacto;PEUGEOT;208;GT HYBRID;1.0T-12V;Híbrido;CVT-7;S;E;F;48;372;5;B;0;99;NA;9.1;9.6;13.0;13.8;NA;NA;NA;NA;1.60;NA;C;C;NÃO
Compacto;PEUGEOT;E-208;GT;ELÉTRICO;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;37.8;30.8;NA;NA;0.59;220;A;A;NÃO
Médio;AUDI;A3 Spotback;Peformance;2.0 - 16V;Combustão;DCT-7;S;E;G;12;113;0;A;NA;122;NA;NA;NA;10.2;12.4;NA;NA;NA;NA;1.96;NA;E;C;NÃO
Médio;AUDI;A3 Spotback;Performance Black;2.0 - 16V;Combustão;DCT-7;S;E;G;12;113;0;A;NA;122;NA;NA;NA;10.2;12.4;NA;NA;NA;NA;1.96;NA;E;C;NÃO
Médio;BMW;M135;xDrive;2.0 - 16V;Combustão;A-7;S;E;G;11;66;1;A;NA;124;NA;NA;NA;9.7;12.7;NA;NA;NA;NA;2.02;NA;E;C;NÃO
Médio;BYD;DOLPHIN;GS 180EV;Elétrico;Elétrico;NA;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;51.9;43.5;NA;NA;0.42;291;A;A;NÃO
Médio;BYD;DOLPHIN;PLUS 310EV;Elétrico;Elétrico;NA;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;42.1;36.8;NA;NA;0.51;330;A;A;NÃO
Médio;BYD;DOLPHIN;SE 290EV;Elétrico;Elétrico;NA;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;45.8;36.7;NA;NA;0.49;272;A;A;NÃO
Médio;BYD;YUAN PRO;GS 290EV;Elétrico;Elétrico;NA;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;44.0;35.7;NA;NA;0.51;250;A;A;NÃO
Médio;CHEVROLET;ONIX;LTZ;1.0T - 12V;Combustão;A-6;S;E;F;44;162;5;B;0;99;NA;8.6;10.9;12.1;15.3;NA;NA;NA;NA;1.59;NA;C;C;NÃO
Médio;CHEVROLET;ONIX;PREMIER;1.0T - 12V;Combustão;A-6;S;E;F;44;162;5;B;0;99;NA;8.6;10.9;12.1;15.3;NA;NA;NA;NA;1.59;NA;C;C;NÃO
Médio;CHEVROLET;ONIX;RS;1.0T - 12V;Combustão;A-6;S;E;F;48;199;5;B;0;104;NA;8.2;10.1;11.8;14.5;NA;NA;NA;NA;1.68;NA;C;C;NÃO
Médio;CHEVROLET;ONIX;MT;1.0T - 12V;Combustão;M-6;S;E;F;41;211;5;B;0;87;NA;9.8;12.4;13.7;17.7;NA;NA;NA;NA;1.38;NA;A;B;SIM
Médio;CHEVROLET;ONIX;LT;1.0T - 12V;Combustão;A-6;S;E;F;44;162;5;B;0;99;NA;8.6;10.9;12.1;15.3;NA;NA;NA;NA;1.59;NA;C;C;NÃO
Médio;CHEVROLET;ONIX;MT;1.0 - 12 V;Combustão;M-6;S;E;F;37;183;6;B;0;90;NA;9.5;11.3;13.5;16.3;NA;NA;NA;NA;1.45;NA;B;B;NÃO
Médio;CHEVROLET;ONIX;AT;1.0T - 12V;Combustão;A-6;S;E;F;44;162;5;B;0;99;NA;8.6;10.9;12.1;15.3;NA;NA;NA;NA;1.59;NA;C;C;NÃO
Médio;CHEVROLET;ONIX;10TAT HB ALC;1.0T - 12V;Combustão;A-6;S;E;E100;46;152;4;B;NA;NA;NA;9.1;11.0;NA;NA;NA;NA;NA;NA;1.55;NA;C;C;NÃO
Médio;CHEVROLET;ONIX;10TAT LT1 ALC;1.0T - 12V;Combustão;A-6;S;E;E100;46;152;4;B;NA;NA;NA;9.1;11.0;NA;NA;NA;NA;NA;NA;1.55;NA;C;C;NÃO
Médio;CHEVROLET;ONIX;10TAT LTZ ALC;1.0T - 12V;Combustão;A-6;S;E;E100;46;152;4;B;NA;NA;NA;9.1;11.0;NA;NA;NA;NA;NA;NA;1.55;NA;C;C;NÃO
Médio;CHEVROLET;ONIX;10TAT PR2 ALC;1.0T - 12V;Combustão;A-6;S;E;E100;46;152;4;B;NA;NA;NA;9.1;11.0;NA;NA;NA;NA;NA;NA;1.55;NA;C;C;NÃO
Médio;CHEVROLET;ONIX PLUS;LTZ;1.0T - 12V;Combustão;A-6;S;E;F;46;203;6;B;0;97;NA;8.5;11.2;12.2;16.0;NA;NA;NA;NA;1.57;NA;C;C;NÃO
Médio;CHEVROLET;ONIX PLUS;PREMIER;1.0T - 12V;Combustão;A-6;S;E;F;46;203;6;B;0;97;NA;8.5;11.2;12.2;16.0;NA;NA;NA;NA;1.57;NA;C;C;NÃO
Médio;CHEVROLET;ONIX PLUS;MT;1.0T - 12V;Combustão;M-6;S;E;F;38;189;5;B;0;90;NA;9.2;12.3;13.3;16.8;NA;NA;NA;NA;1.44;NA;B;B;NÃO
Médio;CHEVROLET;ONIX PLUS;LT;1.0T - 12V;Combustão;A-6;S;E;F;46;203;6;B;0;97;NA;8.5;11.2;12.2;16.0;NA;NA;NA;NA;1.57;NA;C;C;NÃO
Médio;CHEVROLET;ONIX PLUS;MT;1.0 - 12 V;Combustão;M-6;S;E;F;36;234;5;B;0;87;NA;9.8;12.1;13.9;17.1;NA;NA;NA;NA;1.39;NA;A;B;SIM
Médio;CHEVROLET;ONIX PLUS;AT;1.0T - 12V;Combustão;A-6;S;E;F;46;203;6;B;0;97;NA;8.5;11.2;12.2;16.0;NA;NA;NA;NA;1.57;NA;C;C;NÃO
Médio;CHEVROLET;ONIX PLUS;10TAT NB ALC;1.0T - 12V;Combustão;A-6;S;E;E100;47;115;5;B;NA;NA;NA;9.1;11.1;NA;NA;NA;NA;NA;NA;1.54;NA;C;C;NÃO
Médio;CHEVROLET;ONIX PLUS;10TAT LT1 ALC;1.0T - 12V;Combustão;A-6;S;E;E100;47;115;5;B;NA;NA;NA;9.1;11.1;NA;NA;NA;NA;NA;NA;1.54;NA;C;C;NÃO
Médio;CHEVROLET;ONIX PLUS;10TAT LTZ ALC;1.0T - 12V;Combustão;A-6;S;E;E100;47;115;5;B;NA;NA;NA;9.1;11.1;NA;NA;NA;NA;NA;NA;1.54;NA;C;C;NÃO
Médio;CHEVROLET;ONIX PLUS;10TAT PR2 ALC;1.0T - 12V;Combustão;A-6;S;E;E100;47;115;5;B;NA;NA;NA;9.1;11.1;NA;NA;NA;NA;NA;NA;1.54;NA;C;C;NÃO
Médio;CHEVROLET;SPARK EUV;ACTIV;Elétrico;Elétrico;A;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;47.4;34.9;NA;NA;0.50;258;A;A;NÃO
Médio;CHEVROLET;SPIN;1.8L AT;1.8L - 8V;Combustão;A-6;S;E;F;46;800;5;C;0;119;NA;7.1;9.1;10.1;13.1;NA;NA;NA;NA;1.92;NA;E;C;NÃO
Médio;CHEVROLET;SPIN;1.8L MT LT;1.8L - 8V;Combustão;M-6;S;E;F;62;611;6;C;0;115;NA;7.8;8.8;11.0;12.6;NA;NA;NA;NA;1.85;NA;D;C;NÃO
Médio;CHEVROLET;SPIN;1.8L AT LTZ5;1.8L - 8V;Combustão;A-6;S;E;F;46;800;5;C;0;119;NA;7.1;9.1;10.1;13.1;NA;NA;NA;NA;1.92;NA;E;C;NÃO
Médio;FIAT;CRONOS;1.0;1.0-6V;Combustão;M-5;S;E;F;36;445;3;B;0;92;NA;9.7;11.2;13.4;15.9;NA;NA;NA;NA;1.46;NA;B;B;NÃO
Médio;FIAT;CRONOS;DRIVE 1.0;1.0-6V;Combustão;M-5;S;E;F;36;445;3;B;0;92;NA;9.7;11.2;13.4;15.9;NA;NA;NA;NA;1.46;NA;B;B;NÃO
Médio;FIAT;CRONOS;DRIVE1.3AT;1.3-8V;Combustão;CVT-7;S;E;F;42;216;4;B;0;99;NA;8.9;10.7;12.6;14.6;NA;NA;NA;NA;1.57;NA;C;C;NÃO
Médio;FIAT;CRONOS;PREC 1.3AT;1.3-8V;Combustão;CVT-7;S;E;F;42;216;4;B;0;99;NA;8.9;10.7;12.6;14.6;NA;NA;NA;NA;1.57;NA;C;C;NÃO
Médio;FIAT;CRONOS;DRIVE 1.3;1.3-8V;Combustão;M-5;S;E;F;32;394;3;B;0;92;NA;9.2;11.0;13.3;15.7;NA;NA;NA;NA;1.49;NA;B;B;NÃO
Médio;GEELY;EX2;MAX;Elétrico;Elétrico;A;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;60.1;45.2;NA;NA;0.39;289;A;A;NÃO
Médio;GEELY;EX2;PRO;Elétrico;Elétrico;A;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;60.1;45.2;NA;NA;0.39;289;A;A;NÃO
Médio;GWM;ORA 03;BEV58 C;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;42.8;36.1;NA;NA;0.51;315;A;A;NÃO
Médio;GWM;ORA 03;GT BEV63;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;41.1;33.7;NA;NA;0.54;295;A;A;NÃO
Médio;GWM;ORA 03;SKIN BEV48;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;41.7;35.7;NA;NA;0.52;232;A;A;NÃO
Médio;GWM;ORA 03;BEV58;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;42.8;36.1;NA;NA;0.51;315;A;A;NÃO
Médio;HONDA;CITY HATCH;EXL;1.5-16V;Combustão;CVT;S;E;F;23;150;2;A;0;95;NA;9.2;10.5;13.2;15.0;NA;NA;NA;NA;1.53;NA;C;C;NÃO
Médio;HONDA;CITY HATCH;TOURING;1.5-16V;Combustão;CVT;S;E;F;23;150;2;A;0;95;NA;9.2;10.5;13.2;15.0;NA;NA;NA;NA;1.53;NA;C;C;NÃO
Médio;HONDA;CITY HATCH;TOURING SPORT;1.5-16V;Combustão;CVT;S;E;F;23;150;2;A;0;95;NA;9.2;10.5;13.2;15.0;NA;NA;NA;NA;1.53;NA;C;C;NÃO
Médio;HONDA;HR-V;EX;1.5-16V;Combustão;CVT;S;E;F;21;183;1;A;0;101;NA;8.8;9.9;12.5;13.9;NA;NA;NA;NA;1.63;NA;C;C;NÃO
Médio;HONDA;HR-V;EXL;1.5-16V;Combustão;CVT;S;E;F;21;183;1;A;0;101;NA;8.8;9.9;12.5;13.9;NA;NA;NA;NA;1.63;NA;C;C;NÃO
Médio;HONDA;HR-V;ADVANCE;1.5T-16V;Combustão;CVT;S;E;F;31;177;4;A;0;111;NA;8.0;9.2;11.3;13.0;NA;NA;NA;NA;1.78;NA;D;C;NÃO
Médio;HONDA;HR-V;TOURING;1.5T-16V;Combustão;CVT;S;E;F;31;177;4;A;0;111;NA;8.0;9.2;11.3;13.0;NA;NA;NA;NA;1.78;NA;D;C;NÃO
Médio;HONDA;HR-V (mod. 26);ADVANCE;1.5T-16V;Combustão;CVT;S;E;F;31;164;4;B;0;111;NA;8.1;9.1;11.5;12.9;NA;NA;NA;NA;1.78;NA;D;C;NÃO
Médio;HONDA;HR-V (mod. 26);TOURING;1.5T-16V;Combustão;CVT;S;E;F;31;164;4;B;0;111;NA;8.1;9.1;11.5;12.9;NA;NA;NA;NA;1.78;NA;D;C;NÃO
Médio;HYUNDAI;HB20S;Comfort;1.0-12V;Combustão;M-5;S;E;F;32;256;3;B;0;92;NA;9.7;10.9;13.4;15.4;NA;NA;NA;NA;1.47;NA;B;B;NÃO
Médio;HYUNDAI;HB20S;Limited;1.0-12V;Combustão;M-5;S;E;F;32;256;3;B;0;92;NA;9.7;10.9;13.4;15.4;NA;NA;NA;NA;1.47;NA;B;B;NÃO
Médio;HYUNDAI;HB20S;Limited;1.0-12V T;Combustão;A-6;S;E;F;33;103;4;B;0;95;NA;9.2;10.7;13.0;15.2;NA;NA;NA;NA;1.53;NA;C;C;NÃO
Médio;HYUNDAI;HB20S;Platinum;1.0-12V T;Combustão;A-6;S;E;F;33;103;4;B;0;95;NA;9.2;10.7;13.0;15.2;NA;NA;NA;NA;1.53;NA;C;C;NÃO
Médio;HYUNDAI;KONA;Ultimate;1.6-16V HEV;Híbrido;DCT-6;S;E;G;34;106;1;A;NA;74;NA;NA;NA;18.4;16.0;NA;NA;NA;NA;1.21;NA;A;B;SIM
Médio;HYUNDAI;KONA;Signature;1.6-16V HEV;Híbrido;DCT-6;S;E;G;34;106;1;A;NA;74;NA;NA;NA;18.4;16.0;NA;NA;NA;NA;1.21;NA;A;B;SIM
Médio;HYUNDAI;I20;Comfort;1.0-12V;Combustão;M-5;S;E;F;32;108;3;B;0;91;NA;9.7;10.5;13.9;15.0;NA;NA;NA;NA;1.48;NA;B;B;NÃO
Médio;HYUNDAI;I20;Limited;1.0-12V;Combustão;M-5;S;E;F;32;108;3;B;0;91;NA;9.7;10.5;13.9;15.0;NA;NA;NA;NA;1.48;NA;B;B;NÃO
Médio;HYUNDAI;I20;Sense;1.0-12V;Combustão;M-5;S;E;F;32;108;3;B;0;91;NA;9.7;10.5;13.9;15.0;NA;NA;NA;NA;1.48;NA;B;B;NÃO
Médio;HYUNDAI;I20;Comfort;1.0-12V;Combustão;M-5;S;E;F;33;111;3;B;0;93;NA;9.6;10.2;13.7;14.8;NA;NA;NA;NA;1.50;NA;B;B;NÃO
Médio;HYUNDAI;I20;Limited;1.0-12V;Combustão;M-5;S;E;F;33;111;3;B;0;93;NA;9.6;10.2;13.7;14.8;NA;NA;NA;NA;1.50;NA;B;B;NÃO
Médio;HYUNDAI;I20;Sense;1.0-12V;Combustão;M-5;S;E;F;33;111;3;B;0;93;NA;9.6;10.2;13.7;14.8;NA;NA;NA;NA;1.50;NA;B;B;NÃO
Médio;HYUNDAI;I20;Action;1.0-12V T;Combustão;A-6;S;E;F;34;64;0;A;0;100;NA;8.8;10.1;12.6;14.3;NA;NA;NA;NA;1.61;NA;C;C;NÃO
Médio;HYUNDAI;I20;Comfort;1.0-12V T;Combustão;A-6;S;E;F;34;64;0;A;0;100;NA;8.8;10.1;12.6;14.3;NA;NA;NA;NA;1.61;NA;C;C;NÃO
Médio;HYUNDAI;I20;Limited;1.0-12V T;Combustão;A-6;S;E;F;34;64;0;A;0;100;NA;8.8;10.1;12.6;14.3;NA;NA;NA;NA;1.61;NA;C;C;NÃO
Médio;HYUNDAI;I20;Limited Plus;1.0-12V T;Combustão;A-6;S;E;F;34;64;0;A;0;100;NA;8.8;10.1;12.6;14.3;NA;NA;NA;NA;1.61;NA;C;C;NÃO
Médio;HYUNDAI;I20;Platinum;1.0-12V T;Combustão;A-6;S;E;F;34;64;0;A;0;100;NA;8.8;10.1;12.6;14.3;NA;NA;NA;NA;1.61;NA;C;C;NÃO
Médio;HYUNDAI;I20;Xline;1.0-12V T;Combustão;A-6;S;E;F;34;64;0;A;0;100;NA;8.8;10.1;12.6;14.3;NA;NA;NA;NA;1.61;NA;C;C;NÃO
Médio;HYUNDAI;I20;Platinum Plus;1.0-12V T;Combustão;A-6;S;E;F;34;64;0;A;0;100;NA;8.8;10.1;12.6;14.3;NA;NA;NA;NA;1.61;NA;C;C;NÃO
Médio;HYUNDAI;I20;Ultimate;1.0-12V T;Combustão;A-6;S;E;F;34;64;0;A;0;100;NA;8.8;10.1;12.6;14.3;NA;NA;NA;NA;1.61;NA;C;C;NÃO
Médio;JAC;e-JS4;e-JS4;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;47.5;39.1;NA;NA;0.47;307;A;A;NÃO
Médio;KIA;NIRO;HEV 1.6 EX;1.6 - 16V;Híbrido;DCT-6;S;E;G;12;79;1;A;NA;75;NA;NA;NA;18.3;15.9;NA;NA;NA;NA;1.21;NA;A;B;SIM
Médio;KIA;NIRO;HEV 1.6 LX;1.6 - 16V;Híbrido;DCT-6;S;E;G;12;79;1;A;NA;75;NA;NA;NA;18.3;15.9;NA;NA;NA;NA;1.21;NA;A;B;SIM
Médio;KIA;NIRO;HEV 1.6 SX;1.6 - 16V;Híbrido;DCT-6;S;E;G;12;79;1;A;NA;75;NA;NA;NA;18.3;15.9;NA;NA;NA;NA;1.21;NA;A;B;SIM
Médio;KIA;NIRO;HEV 1.6 SX RIOPEN;1.6 - 16V;Híbrido;DCT-6;S;E;G;12;79;1;A;NA;75;NA;NA;NA;18.3;15.9;NA;NA;NA;NA;1.21;NA;A;B;SIM
Médio;MG;MG4;64 KWH COM;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;43.3;37.4;NA;NA;0.50;364;A;A;NÃO
Médio;MG;MG4;64 KWH LUX;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;43.3;37.4;NA;NA;0.50;364;A;A;NÃO
Médio;MG;MG4;64 KWH AWD;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;36.3;32.7;NA;NA;0.59;279;A;A;NÃO
Médio;MINI;Cooper;S 5P EXCLUSIVE;2.0 - 16V;Combustão;A-7;S;E;G;8;69;0;A;NA;105;NA;NA;NA;11.5;14.5;NA;NA;NA;NA;1.71;NA;D;C;NÃO
Médio;MINI;Cooper;S 5P TOP;2.0 - 16V;Combustão;A-7;S;E;G;8;69;0;A;NA;105;NA;NA;NA;11.5;14.5;NA;NA;NA;NA;1.71;NA;D;C;NÃO
Médio;MINI;Aceman;E;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;47.6;40.2;NA;NA;0.46;253;A;A;NÃO
Médio;MINI;Aceman;SE;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;40.8;36.7;NA;NA;0.52;270;A;A;NÃO
Médio;MINI;JCW-E;ACEMAN;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;41.2;39.8;NA;NA;0.50;312;A;A;NÃO
Médio;NISSAN;Versa;SENSE CVT;1.6-16V;Combustão;CVT;S;E;F;28;110;2;A;0;104;NA;7.9;10.5;11.5;15.0;NA;NA;NA;NA;1.69;NA;D;C;NÃO
Médio;NISSAN;Versa;ADVNC CVT;1.6-16V;Combustão;CVT;S;E;F;28;110;2;A;0;104;NA;7.9;10.5;11.5;15.0;NA;NA;NA;NA;1.69;NA;D;C;NÃO
Médio;NISSAN;Versa;EXCL CVT;1.6-16V;Combustão;CVT;S;E;F;28;110;2;A;0;104;NA;7.9;10.5;11.5;15.0;NA;NA;NA;NA;1.69;NA;D;C;NÃO
Médio;NISSAN;Versa;SR CVT;1.6-16V;Combustão;CVT;S;E;F;28;110;2;A;0;104;NA;7.9;10.5;11.5;15.0;NA;NA;NA;NA;1.69;NA;D;C;NÃO
Médio;PEUGEOT;E2008;GT;ELÉTRICO;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;38.2;35.3;NA;NA;0.55;261;A;A;NÃO
Médio;RENAULT;MÉGANE;E-TECH;Elétrico;Elétrico;A;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;41.4;38.8;NA;NA;0.51;337;A;A;NÃO
Médio;SUZUKI;e-Vitara;4STY 2WD;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;41.5;34.3;NA;NA;0.54;317;A;A;NÃO
Médio;SUZUKI;e-Vitara;4STY 4WD;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;37.8;31.6;NA;NA;0.58;293;A;A;NÃO
Médio;TOYOTA;GR YARIS;8AT;1.6-12V;Combustão;A-8;S;E;G;18;142;1;A;NA;161;NA;NA;NA;7.8;9.7;NA;NA;NA;NA;2.60;NA;E;D;NÃO
Médio;TOYOTA;GR YARIS;6MT;1.6-12V;Combustão;M-6;S;E;G;16;194;0;A;NA;147;NA;NA;NA;8.6;10.1;NA;NA;NA;NA;2.39;NA;E;D;NÃO
Médio;VOLVO;EX30;E40 CORE;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;40.1;33.9;NA;NA;0.55;250;A;A;NÃO
Médio;VOLVO;EX30;E40 PLUS;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;40.1;33.9;NA;NA;0.55;250;A;A;NÃO
Médio;VOLVO;EX30;E60 ULTRA;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;43.2;35.3;NA;NA;0.52;338;A;A;NÃO
