categoria;marca;modelo;versao;motor;propulsao;transmissao;ar_cond;direcao;combustivel;nmog_nox_mg_km;co_mg_km;nox_g_km;red_limite;co2_fossil_g_km;co2e_fossil_g_km;co2e_vehp_g_km;etanol_cid_kml;etanol_est_kml;gas_diesel_cid_kml;gas_diesel_est_kml;eletr_ve_gas_cid_kmle;eletr_ve_gas_est_kmle;eletr_vehp_flex_cid_kmle;eletr_vehp_flex_est_kmle;consumo_mj_km;autonomia_km;class_rel_cat;class_abs_geral;selo_conpet
Médio;VOLVO;EX30;E60 PLUS;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;43.2;35.3;NA;NA;0.52;338;A;A;NÃO
Médio;VOLVO;EX30;E60 CORE;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;43.2;35.3;NA;NA;0.52;338;A;A;NÃO
Médio;VOLVO;EX30;TWIN ULTRA;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;33.4;32.0;NA;NA;0.62;316;A;A;NÃO
Médio;VW;GOLF;GOLF GTI;2.0-16V;Combustão;DTC - 7;S;E;G;33;141;0;A;NA;127;NA;NA;NA;9.8;12.8;NA;NA;NA;NA;2.00;NA;E;C;NÃO
Médio;VW;VIRTUS;COMFORTLINE 200TSI AUT;1.0-12V;Combustão;A - 6;S;E;F;19;97;1;A;0;101;NA;8.3;10.2;12.1;14.7;NA;NA;NA;NA;1.64;NA;C;C;NÃO
Médio;VW;VIRTUS;HIGHLINE 200TSI AUT;1.0-12V;Combustão;A - 6;S;E;F;19;97;1;A;0;101;NA;8.3;10.2;12.1;14.7;NA;NA;NA;NA;1.64;NA;C;C;NÃO
Médio;VW;VIRTUS;TSI AUTOMÁTICO;1.0-12V;Combustão;A - 6;S;E;F;18;118;2;A;0;100;NA;8.5;10.4;12.2;14.9;NA;NA;NA;NA;1.62;NA;C;C;NÃO
Médio;VW;VIRTUS;TSI MECÂNICO;1.0-12V;Combustão;M - 5;S;E;F;16;248;1;A;0;93;NA;9.2;11.2;13.2;15.8;NA;NA;NA;NA;1.49;NA;B;B;NÃO
Médio;VW;VIRTUS;SENSE TSI MECÂNICO;1.0-12V;Combustão;M - 5;S;E;F;16;248;1;A;0;93;NA;9.2;11.2;13.2;15.8;NA;NA;NA;NA;1.49;NA;B;B;NÃO
Médio;VW;VIRTUS;EXCLUSIVE 250TSI AUT;1.4 -16V;Combustão;A - 6;S;E;F;17;96;1;A;0;105;NA;8.1;9.9;11.7;14.0;NA;NA;NA;NA;1.70;NA;D;C;NÃO
Médio;VW;POLO;COMFORTLINE TSI AUT;1.0-12V;Combustão;A - 6;S;E;F;17;117;2;A;0;93;NA;9.0;11.1;13.1;16.1;NA;NA;NA;NA;1.50;NA;B;B;NÃO
Médio;VW;POLO;SENSE TSI AUTOMÁTICO;1.0-12V;Combustão;A - 6;S;E;F;17;117;2;A;0;93;NA;9.0;11.1;13.1;16.1;NA;NA;NA;NA;1.50;NA;B;B;NÃO
Médio;VW;POLO;HIGHLINE TSI AUTOMÁTICO;1.0-12V;Combustão;A - 6;S;E;F;17;93;1;A;0;97;NA;8.8;10.7;12.5;15.2;NA;NA;NA;NA;1.57;NA;C;C;NÃO
Médio;VW;POLO;MPI;1.0-12V;Combustão;M - 5;S;E;F;33;119;2;B;0;92;NA;9.3;10.9;13.5;15.7;NA;NA;NA;NA;1.48;NA;B;B;NÃO
Médio;VW;POLO;TRACK 1.0 MPI;1.0-12V;Combustão;M - 5;S;E;F;33;119;2;B;0;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48;NA;B;B;NÃO
Médio;VW;POLO;TRACK ROBUST 1.0 MPI;1.0-12V;Combustão;M - 5;S;E;F;33;119;2;B;0;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48;NA;B;B;NÃO
Médio;VW;TERA;MPI;1.0-12V;Combustão;M - 5;S;E;F;39;115;3;B;0;93;NA;9.3;10.4;13.4;15.0;NA;NA;NA;NA;1.52;NA;B;B;NÃO
Grande;AUDI;A3 Sedan;Advanced;2.0 - 16V;Combustão;DCT-7;S;E;G;11;154;0;A;NA;121;NA;NA;NA;10.1;12.9;NA;NA;NA;NA;1.95;NA;D;C;NÃO
Grande;AUDI;A3 Sedan;Performance;2.0 - 16V;Combustão;DCT-7;S;E;G;11;154;0;A;NA;121;NA;NA;NA;10.1;12.9;NA;NA;NA;NA;1.95;NA;D;C;NÃO
Grande;AUDI;A3 Sedan;Performance Black;2.0 - 16V;Combustão;DCT-7;S;E;G;11;154;0;A;NA;121;NA;NA;NA;10.1;12.9;NA;NA;NA;NA;1.95;NA;D;C;NÃO
Grande;AUDI;RS3 Sedan;NA;2.5 - 20V;Combustão;DCT-7;S;E;G;33;242;0;A;NA;167;NA;NA;NA;7.3;9.9;NA;NA;NA;NA;2.70;NA;E;E;NÃO
Grande;AUDI;RS3 Sedan;Track;2.5 - 20V;Combustão;DCT-7;S;E;G;33;242;0;A;NA;167;NA;NA;NA;7.3;9.9;NA;NA;NA;NA;2.70;NA;E;E;NÃO
Grande;AUDI;Q3 SUV;Launch edition (ed.0);2.0 - 16V;Combustão;DCT-7;S;E;G;22;74;0;A;NA;157;NA;NA;NA;8.0;9.8;NA;NA;NA;NA;2.54;NA;E;D;NÃO
Grande;AUDI;Q3 SUV;Launch edition (ed.0);2.0 - 16V;Combustão;DCT-7;S;E;G;22;74;0;A;NA;157;NA;NA;NA;8.0;9.8;NA;NA;NA;NA;2.54;NA;E;D;NÃO
Grande;AUDI;Q3 Sportback;Launch edition (ed.0);2.0 - 16V;Combustão;DCT-7;S;E;G;22;75;0;A;NA;156;NA;NA;NA;8.0;9.9;NA;NA;NA;NA;2.53;NA;E;D;NÃO
Grande;AUDI;Q3 Sportback;Launch edition (ed.0);2.0 - 16V;Combustão;DCT-7;S;E;G;22;75;0;A;NA;156;NA;NA;NA;8.0;9.9;NA;NA;NA;NA;2.53;NA;E;D;NÃO
Grande;AUDI;Q3 SUV;Launch edition;2.0 - 16V;Combustão;DCT-7;S;E;G;18;67;0;A;NA;156;NA;NA;NA;8.2;9.6;NA;NA;NA;NA;2.52;NA;E;D;NÃO
Grande;AUDI;Q3 SUV;Launch edition;2.0 - 16V;Combustão;DCT-7;S;E;G;18;67;0;A;NA;156;NA;NA;NA;8.2;9.6;NA;NA;NA;NA;2.52;NA;E;D;NÃO
Grande;AUDI;Q3 Sportback;Launch edition;2.0 - 16V;Combustão;DCT-7;S;E;G;25;58;0;A;NA;156;NA;NA;NA;8.2;9.5;NA;NA;NA;NA;2.52;NA;E;D;NÃO
Grande;AUDI;Q3 Sportback;Launch edition;2.0 - 16V;Combustão;DCT-7;S;E;G;25;58;0;A;NA;156;NA;NA;NA;8.2;9.5;NA;NA;NA;NA;2.52;NA;E;D;NÃO
Grande;BMW;iX1;xDrive30;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;35.7;32.0;NA;NA;0.60;324;A;A;NÃO
Grande;BMW;iX1;eDrive20;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;37.4;36.1;NA;NA;0.55;345;A;A;NÃO
Grande;BMW;iX2;xDrive30 MSP;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;35.7;32.8;NA;NA;0.59;327;A;A;NÃO
Grande;BMW;220;NA;2.0 - 16V;Combustão;A-7;S;E;G;7;106;1;A;NA;105;NA;NA;NA;11.4;14.9;NA;NA;NA;NA;1.70;NA;C;C;NÃO
Grande;BMW;220;MSP;2.0 - 16V;Combustão;A-7;S;E;G;7;106;1;A;NA;105;NA;NA;NA;11.4;14.9;NA;NA;NA;NA;1.70;NA;C;C;NÃO
Grande;BMW;M235;xDrive;2.0 - 16V;Combustão;A-7;S;E;G;12;120;1;A;NA;133;NA;NA;NA;8.9;12.3;NA;NA;NA;NA;2.16;NA;E;D;NÃO
Grande;BMW;X2;M35i;2.0 - 16V;Combustão;A-7;S;E;G;11;176;0;A;NA;136;NA;NA;NA;8.9;11.6;NA;NA;NA;NA;2.21;NA;E;D;NÃO
Grande;BYD;ATTO 2;GS DM FLEX;1.5-16V;Plug-in;A-1;S;E;F;19;20;2;A;0;88;10;11.8;10.7;15.5;13.9;43.4;34.9;32.2;24.8;0.51;75;A;A;SIM
Grande;BYD;ATTO 2;GL DM FLEX;1.5-16V;Plug-in;A-1;S;E;F;25;85;3;A;0;89;31;11.7;10.5;15.8;13.5;42.3;29.7;27.7;21.4;0.57;33;A;A;SIM
Grande;BYD;YUAN PLUS;GS 560EV;Elétrico;Elétrico;NA;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;38.3;32.0;NA;NA;0.58;378;A;A;NÃO
Grande;CAOA CHERY;TIGGO 7;PHEV;1.5T -16V;Plug-in;DHT;S;E;G;7;52;1;A;NA;110;18;NA;NA;12.3;11.9;36.4;28.8;NA;NA;0.62;60;A;A;SIM
Grande;GAC;AION Y;PREMIUM;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;36.5;35.0;NA;NA;0.57;318;A;A;NÃO
Grande;GAC;AION Y;ELITE;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;36.5;35.0;NA;NA;0.57;318;A;A;NÃO
Grande;GAC;AION UT;ELITE;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;38.3;32.3;NA;NA;0.57;310;A;A;NÃO
Grande;GAC;AION UT;PREMIUM;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;43.7;35.3;NA;NA;0.51;253;A;A;NÃO
Grande;GWM;ORA;NA;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;44.8;37.1;NA;NA;0.49;349;A;A;NÃO
Grande;HONDA;CIVIC HYBRID;TOURING;2.0 - 16V;Híbrido;CVT;S;E;G;24;128;0;A;NA;75;NA;NA;NA;18.4;15.9;NA;NA;NA;NA;1.21;NA;B;B;NÃO
Grande;HONDA;ZR-V;TOURING;2.0 - 16V;Combustão;CVT;S;E;G;12;265;0;A;NA;120;NA;NA;NA;10.4;12.3;NA;NA;NA;NA;1.95;NA;D;C;NÃO
Grande;JAECOO;7;PRESTIGE;1.5-16V;Plug-in;A-1;S;E;G;3;10;1;A;NA;10;0;NA;NA;15.1;13.5;37.0;30.7;NA;NA;0.60;79;A;A;SIM
Grande;JAECOO;7;LUXURY;1.5-16V;Plug-in;A-1;S;E;G;3;10;1;A;NA;10;0;NA;NA;15.1;13.5;37.0;30.7;NA;NA;0.60;79;A;A;SIM
Grande;LEXUS;UX 300H;UX 300H;2.0 - 16V;Híbrido;CVT;S;E;G;8;63;0;A;NA;80;NA;NA;NA;17.3;14.9;NA;NA;NA;NA;1.29;NA;B;B;NÃO
Grande;Mercedes-Benz;AMG A45S 4M;NA;2.0-16V;Combustão;DCT-8;S;E;G;25;179;1;A;NA;148;NA;NA;NA;8.3;10.7;NA;NA;NA;NA;2.40;NA;E;D;NÃO
Grande;Mercedes-Benz;GLA200;AMG LINE;1.3-16V;Híbrido;DCT-7;S;E;G;26;170;2;A;NA;113;NA;NA;NA;11.4;12.4;NA;NA;NA;NA;1.83;NA;C;C;NÃO
Grande;Mercedes-Benz;GLA200;PROGRESSIVE;1.3-16V;Híbrido;DCT-7;S;E;G;26;170;2;A;NA;113;NA;NA;NA;11.4;12.4;NA;NA;NA;NA;1.83;NA;C;C;NÃO
Grande;Mercedes-Benz;AMG GLA35 4M;NA;2.0-16V;Híbrido;DCT-8;S;E;G;10;117;2;A;NA;141;NA;NA;NA;8.8;10.8;NA;NA;NA;NA;2.29;NA;E;D;NÃO
Grande;MG;S5;EV 62KWH LUX;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;43.0;36.7;NA;NA;0.51;351;A;A;NÃO
Grande;MG;S5;EV 62KWH COM;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;43.0;36.7;NA;NA;0.51;351;A;A;NÃO
Grande;MG;MG4;URB EV54KWH COM;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;53.0;42.8;NA;NA;0.42;358;A;A;NÃO
Grande;MG;MG4;URB EV54KWH LUX;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;53.0;42.8;NA;NA;0.42;358;A;A;NÃO
Grande;MG;MG4;URB EV43KWH COM;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;56.8;44.0;NA;NA;0.40;299;A;A;NÃO
Grande;MG;MG4;URB EV43KWH LUX;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;56.8;44.0;NA;NA;0.40;299;A;A;NÃO
Grande;MINI;Countryman;SE EXCLUSIVE;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;35.0;31.8;NA;NA;0.61;320;A;A;NÃO
Grande;MINI;Countryman;SE TOP;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;35.0;31.8;NA;NA;0.61;320;A;A;NÃO
Grande;MINI;JCW;COUNTRYMAN;2.0 - 16V;Combustão;A-7;S;E;G;9;107;0;A;NA;130;NA;NA;NA;9.5;11.6;NA;NA;NA;NA;2.12;NA;E;D;NÃO
Grande;MINI;JCW;COUNTRYMAN EX;2.0 - 16V;Combustão;A-7;S;E;G;9;107;0;A;NA;130;NA;NA;NA;9.5;11.6;NA;NA;NA;NA;2.12;NA;E;D;NÃO
Grande;OMODA;5;HEV LUXURY;1.5-16V;Híbrido;A-1;S;E;G;25;152;1;A;NA;92;NA;NA;NA;15.1;13.2;NA;NA;NA;NA;1.50;NA;B;B;NÃO
Grande;OMODA;5;HEV PRESTIGE;1.5-16V;Híbrido;A-1;S;E;G;25;152;1;A;NA;92;NA;NA;NA;15.1;13.2;NA;NA;NA;NA;1.50;NA;B;B;NÃO
Grande;TOYOTA;COROLLA;ALTIS HV;1.8 16V;Híbrido;CVT;S;E;F;32;150;2;B;0;79;NA;12.5;10.7;17.5;15.2;NA;NA;NA;NA;1.26;NA;B;B;NÃO
Grande;TOYOTA;COROLLA;APREMIUMH;1.8 16V;Híbrido;CVT;S;E;F;32;150;2;B;0;79;NA;12.5;10.7;17.5;15.2;NA;NA;NA;NA;1.26;NA;B;B;NÃO
Grande;TOYOTA;COROLLA;GLI HEV;1.8 16V;Híbrido;CVT;S;E;F;32;150;2;B;0;79;NA;12.5;10.7;17.5;15.2;NA;NA;NA;NA;1.26;NA;B;B;NÃO
Grande;TOYOTA;COROLLA;COROLLA ALTIS 20;2.0-16V;Combustão;CVT;S;E;F;12;57;0;A;0;104;NA;8.3;10.1;11.6;14.6;NA;NA;NA;NA;1.68;NA;C;C;NÃO
Grande;TOYOTA;COROLLA;COROLLA GLI 20;2.0-16V;Combustão;CVT;S;E;F;12;57;0;A;0;104;NA;8.3;10.1;11.6;14.6;NA;NA;NA;NA;1.68;NA;C;C;NÃO
Grande;TOYOTA;COROLLA;COROLLA GRS;2.0-16V;Combustão;CVT;S;E;F;12;57;0;A;0;104;NA;8.3;10.1;11.6;14.6;NA;NA;NA;NA;1.68;NA;C;C;NÃO
Grande;TOYOTA;COROLLA;COROLLA XEI 20;2.0-16V;Combustão;CVT;S;E;F;12;57;0;A;0;104;NA;8.3;10.1;11.6;14.6;NA;NA;NA;NA;1.68;NA;C;C;NÃO
Grande;TOYOTA;COROLLA;COROLLA GLI;2.0-16V;Combustão;CVT;S;E;F;12;57;0;A;0;104;NA;8.3;10.1;11.6;14.6;NA;NA;NA;NA;1.68;NA;C;C;NÃO
Grande;TOYOTA;COROLLA HB;GR R;1.6-12V;Combustão;M-6;S;E;G;22;187;1;A;NA;143;NA;NA;NA;8.6;10.9;NA;NA;NA;NA;2.32;NA;E;D;NÃO
Grande;TOYOTA;COROLLA CROSS;XRV HYBRID;1.8-16V;Híbrido;CVT;S;E;F;32;190;3;B;0;85;NA;11.6;9.9;16.6;14.0;NA;NA;NA;NA;1.36;NA;B;B;NÃO
Grande;TOYOTA;COROLLA CROSS;XRX HYBRID;1.8-16V;Híbrido;CVT;S;E;F;32;190;3;B;0;85;NA;11.6;9.9;16.6;14.0;NA;NA;NA;NA;1.36;NA;B;B;NÃO
Grande;TOYOTA;COROLLA CROSS;XR 20;2.0-16V;Combustão;CVT;S;E;F;14;172;2;A;0;110;NA;7.9;9.2;11.5;13.1;NA;NA;NA;NA;1.78;NA;C;C;NÃO
Grande;TOYOTA;COROLLA CROSS;XRE 20;2.0-16V;Combustão;CVT;S;E;F;14;172;2;A;0;110;NA;7.9;9.2;11.5;13.1;NA;NA;NA;NA;1.78;NA;C;C;NÃO
Grande;TOYOTA;COROLLA CROSS;XRX 20;2.0-16V;Combustão;CVT;S;E;F;14;172;2;A;0;110;NA;7.9;9.2;11.5;13.1;NA;NA;NA;NA;1.78;NA;C;C;NÃO
Grande;TOYOTA;COROLLA CROSS;GRS;2.0-16V;Combustão;CVT;S;E;F;14;172;2;A;0;110;NA;7.9;9.2;11.5;13.1;NA;NA;NA;NA;1.78;NA;C;C;NÃO
Grande;VOLVO;EC40;6 CORE;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;41.7;37.2;NA;NA;0.51;385;A;A;NÃO
Grande;VOLVO;EC40;6 PLUS;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;41.7;37.2;NA;NA;0.51;385;A;A;NÃO
Grande;VOLVO;EC40;6 ULTRA;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;41.7;37.2;NA;NA;0.51;385;A;A;NÃO
Grande;VOLVO;EC40;8 CORE;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;36.6;32.6;NA;NA;0.59;404;A;A;NÃO
Grande;VOLVO;EC40;8 PLUS;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;36.6;32.6;NA;NA;0.59;404;A;A;NÃO
Grande;VOLVO;EC40;8 ULTRA;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;36.6;32.6;NA;NA;0.59;404;A;A;NÃO
Grande;VOLVO;EC40;PERF BLACK;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;36.6;32.6;NA;NA;0.59;404;A;A;NÃO
Grande;VOLVO;EC40;PERF ULTRA;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;36.6;32.6;NA;NA;0.59;404;A;A;NÃO
Extra Grande;AUDI;A5;Performance S Edition;2.0 - 16V;Combustão;DCT-7;S;E;G;23;86;0;A;NA;141;NA;NA;NA;8.7;11.3;NA;NA;NA;NA;2.28;NA;D;D;NÃO
Extra Grande;AUDI;A5 Avant;S line;2.0 - 16V;Combustão;DCT-7;S;E;G;11;72;0;A;NA;146;NA;NA;NA;8.4;11.0;NA;NA;NA;NA;2.36;NA;D;D;NÃO
Extra Grande;AUDI;A5 Sedan;S line (ed.0);2.0 - 16V;Combustão;DCT-7;S;E;G;9;63;0;A;NA;147;NA;NA;NA;8.3;10.9;NA;NA;NA;NA;2.39;NA;D;D;NÃO
Extra Grande;AUDI;A5 Sedan;S line;2.0 - 16V;Combustão;DCT-7;S;E;G;11;72;0;A;NA;146;NA;NA;NA;8.4;11.0;NA;NA;NA;NA;2.36;NA;D;D;NÃO
Extra Grande;AUDI;RS 6 Avant;Performance;4.0 - 32V;Híbrido;A-8;S;E;G;49;116;2;B;NA;209;NA;NA;NA;5.9;7.8;NA;NA;NA;NA;3.39;NA;E;E;NÃO
Extra Grande;AUDI;A6 Avant e-tron;S line;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;37.0;31.1;NA;NA;0.60;474;A;A;NÃO
Extra Grande;AUDI;A6 e-tron;Performance black;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;36.4;31.8;NA;NA;0.59;445;A;A;NÃO
Extra Grande;AUDI;Q5 SUV;Advanced;2.0 - 16V;Combustão;DCT-7;S;E;G;10;94;0;A;NA;150;NA;NA;NA;8.3;10.2;NA;NA;NA;NA;2.43;NA;D;D;NÃO
Extra Grande;AUDI;Q5 SUV;S line;2.0 - 16V;Combustão;DCT-7;S;E;G;10;94;0;A;NA;150;NA;NA;NA;8.3;10.2;NA;NA;NA;NA;2.43;NA;D;D;NÃO
Extra Grande;AUDI;Q5 Sportback;Advanced;2.0 - 16V;Combustão;DCT-7;S;E;G;10;139;0;A;NA;150;NA;NA;NA;8.3;10.2;NA;NA;NA;NA;2.44;NA;D;D;NÃO
Extra Grande;AUDI;Q5 Sportback;S line;2.0 - 16V;Combustão;DCT-7;S;E;G;10;139;0;A;NA;150;NA;NA;NA;8.3;10.2;NA;NA;NA;NA;2.44;NA;D;D;NÃO
Extra Grande;AUDI;SQ5 SUV;NA;3.0 - 24V;Combustão;DCT-7;S;E;G;13;106;1;A;NA;172;NA;NA;NA;7.2;9.2;NA;NA;NA;NA;2.79;NA;E;E;NÃO
Extra Grande;AUDI;SQ5 Sportback;NA;3.0 - 24V;Combustão;DCT-7;S;E;G;14;98;1;A;NA;179;NA;NA;NA;6.9;8.9;NA;NA;NA;NA;2.90;NA;E;E;NÃO
Extra Grande;AUDI;Q6 e-tron Quattro;Performance;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;34.0;29.6;NA;NA;0.64;411;A;A;NÃO
Extra Grande;AUDI;Q6 e-tron Quattro;Performance black;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;34.0;29.6;NA;NA;0.64;411;A;A;NÃO
Extra Grande;AUDI;Q6 e-tron RWD;Performance;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;33.8;29.3;NA;NA;0.64;411;A;A;NÃO
Extra Grande;AUDI;Q6 Sportback e-tron Quattro;Performance black;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;35.4;31.2;NA;NA;0.61;427;A;A;NÃO
Extra Grande;AUDI;SQ6 Sportback e-tron Quattro;NA;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;35.1;31.9;NA;NA;0.60;428;A;A;NÃO
Extra Grande;AUDI;Q7;S Line;3.0 - 24V;Híbrido;A-8;S;E;G;23;233;0;A;NA;180;NA;NA;NA;7.0;8.6;NA;NA;NA;NA;2.92;NA;E;E;NÃO
Extra Grande;AUDI;Q8 Sportback;Performance Black;3.0 - 24V;Híbrido;A-8;S;E;G;21;205;0;A;NA;192;NA;NA;NA;6.8;7.7;NA;NA;NA;NA;3.11;NA;E;E;NÃO
Extra Grande;AUDI;RSQ8;Performance;4.0 - 32V;Combustão;A-8;S;E;G;34;284;1;B;NA;235;NA;NA;NA;5.3;7.0;NA;NA;NA;NA;3.80;NA;E;E;NÃO
Extra Grande;AUDI;Q6 e-tron Quattro;Dynamic;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;35.3;30.6;NA;NA;0.61;424;A;A;NÃO
Extra Grande;AUDI;Q6 e-tron Quattro;S line;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;35.3;30.6;NA;NA;0.61;424;A;A;NÃO
Extra Grande;AUDI;Q6 Sportback e-tron Quattro;S line;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;35.7;31.5;NA;NA;0.60;432;A;A;NÃO
Extra Grande;AUDI;SQ6 Sportback e-tron Quattro;NA;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;34.8;31.8;NA;NA;0.61;431;A;A;NÃO
Extra Grande;AUDI;A6 e-tron;S line;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;36.5;32.2;NA;NA;0.59;443;A;A;NÃO
Extra Grande;AUDI;RS e-tron GT;Performance;Elétrico;Elétrico;A-1;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;25.2;25.9;NA;NA;0.80;348;A;A;NÃO
Extra Grande;BMW;420i;Cabrio;2.0 - 16V;Combustão;A-8;S;E;G;9;148;1;A;NA;125;NA;NA;NA;9.8;12.5;NA;NA;NA;NA;2.02;NA;C;C;NÃO
Extra Grande;BMW;530e;M SPORT;2.0 - 16V;Plug-in;A-8;S;E;G;5;47;0;A;NA;117;16;NA;NA;10.9;12.3;26.2;26.9;NA;NA;0.76;70;A;A;SIM
Extra Grande;BMW;320i;M Sport Flex;2.0 - 16V;Combustão;A-8;S;E;F;47;139;5;B;0;117;NA;7.4;9.0;10.5;13.1;NA;NA;NA;NA;1.88;NA;C;C;NÃO
Extra Grande;BMW;320i;Sport GP Flex;2.0 - 16V;Combustão;A-8;S;E;F;27;163;4;B;0;113;NA;7.6;9.2;10.9;13.3;NA;NA;NA;NA;1.83;NA;C;C;NÃO
Extra Grande;BMW;320i;GP Flex;2.0 - 16V;Combustão;A-8;S;E;F;27;163;4;B;0;113;NA;7.6;9.2;10.9;13.3;NA;NA;NA;NA;1.83;NA;C;C;NÃO
Extra Grande;BMW;320i;Active Flex;2.0 - 16V;Combustão;A-8;S;E;F;28;194;4;B;0;123;NA;7.1;8.6;10.0;12.3;NA;NA;NA;NA;1.98;NA;C;C;NÃO
Extra Grande;BMW;330e;NA;2.0 - 16V;Plug-in;A-8;S;E;G;4;30;1;A;NA;138;21;NA;NA;9.2;10.8;20.6;24.0;NA;NA;0.92;61;A;A;SIM
Extra Grande;BMW;i7;xDrive60;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;31.8;30.3;NA;NA;0.65;467;A;A;NÃO
Extra Grande;BMW;I5;M60;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;35.1;31.7;NA;NA;0.61;393;A;A;NÃO
Extra Grande;BMW;IX;xDrive 50;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;33.2;30.3;NA;NA;0.64;498;A;A;NÃO
Extra Grande;BMW;iX3;50 XDRIVE MSP;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;0;0;NA;NA;NA;NA;38.7;35.7;NA;NA;0.54;570;A;A;NÃO
Extra Grande;BYD;ATTO 8;GS DM;1.5-16V;Plug-in;A-1;S;E;G;3;5;1;A;NA;8;0;NA;NA;11.4;10.8;30.1;27.0;NA;NA;0.71;111;A;A;SIM
Extra Grande;BYD;HAN;AWD GS 680EV;Elétrico;Elétrico;NA;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;30.8;28.1;NA;NA;0.69;349;A;A;NÃO
